fout,mag,phase
2756.11341869,0.995564838674052,5.39824990226001
2886.2713982417,0.996017194535771,5.11536261642517
3022.57611309323,0.99641825663545,4.85081347768677
3165.3178439863,0.9967747513869,4.60294752187188
3314.8005802258,0.997092365887526,4.37031554374377
3471.34266706926,0.997375935164996,4.15164226634333
3635.27748368944,0.997629591086994,3.94580020685944
3806.95415315382,0.997856881642006,3.75178809528068
3986.73828593307,0.998060867141438,3.56871295587089
4175.01275852176,0.998244198312243,3.39577515382763
4372.17852882958,0.998409180079874,3.23225585639419
4578.6554900797,0.99855782396922,3.07750647078551
4794.88336503244,0.998691891395269,2.93093970897458
5021.322642439,0.998812929618208,2.79202199784527
5258.45555771927,0.99892230175825,2.66026700701726
5506.78711995246,0.999021211973886,2.53523010919028
5766.84618736741,0.99911072668162,2.41650362169606
6039.18659362323,0.999191792519607,2.30371270501628
6324.38832727877,0.999265251620086,2.19651181579636
6623.05876696271,0.99933185464717,2.09458162948413
6935.8339748748,0.999392271970788,1.99762636201868
7263.3800513729,0.999447103279335,1.90537143166031
7606.39455353086,0.99949688587901,1.81756141161529
7965.60798068772,0.999542101883936,1.73395823198041
8341.78533015253,0.999583184465804,1.65433959603553
8735.72772637753,0.999620523303068,1.57849758130831
9148.27412706938,0.99965446934636,1.50623740032602
9580.3031098717,0.999685338997737,1.43737629972092
10032.7347434242,0.99971341778568,1.37174257949958
10506.5325467826,0.999738963604909,1.3091747169281
11002.7055413735,0.999762209579381,1.24952058171346
11522.3103998514,0.999783366598034,1.1926367310427
12066.4536964378,0.999802625565451,1.13838777463794
12636.2942635321,0.999820159403504,1.08664580133989
13233.0456596136,0.999836124834858,1.03728985988665
13857.9787536912,0.999850663974892,0.990205487539096
14512.4244318041,0.999863905754965,0.94528428104611
15197.7764313376,0.999875967196826,0.902423505164493
15915.4943091895,0.99988695455537,0.861525734567268
